80
0|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
0|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
0|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-2|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|100|-1|0|-1|0|
12|100|-1|0|-1|100|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
12|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-2|100|-1|100|-1|100|-1|0|-1|0|-1|0|
3|100|-1|0|-1|100|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
3|100|-1|0|-1|100|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|100|-1|0|-1|0|-1|0|
5|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
5|100|-1|100|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
5|100|-1|100|-1|0|-1|100|-1|0|-1|0|
-2|100|-1|0|-1|0|-1|0|-1|0|-1|0|
7|100|-1|0|-1|100|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
7|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|100|-1|0|-1|0|-1|100|-1|0|-1|0|
-1|100|-1|0|-1|100|-1|0|-1|0|-1|0|
7|100|-1|0|-1|100|-1|0|-1|0|-1|0|
-2|100|-1|0|-1|0|-1|0|-1|0|-1|0|
0|100|-1|100|-1|100|-1|0|-1|0|-1|0|
-1|100|-1|0|-1|0|-1|0|-1|0|-1|0|
0|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
0|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
0|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-2|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|100|-1|0|-1|0|
12|100|-1|0|-1|100|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
12|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-2|100|-1|100|-1|100|-1|0|-1|0|-1|0|
3|100|-1|0|-1|100|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
3|100|-1|0|-1|100|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|100|-1|0|-1|0|-1|0|
5|100|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
5|100|-1|100|-1|0|-1|0|-1|0|-1|0|
